,age,cit,educ,engl,occ,birth,sex,wageinc,wkswrkd,yrentry,powspuma
193,37.44468889,1,13,0,100,26,2,9000,30,0,0
194,59.79954215,1,11,0,102,6,1,90000,52,0,6030
195,55.47540371,1,11,0,100,45,1,120000,52,0,6060
196,37.54576321,1,10,11,101,6,1,45000,52,0,6030
197,53.41122266,1,13,0,101,29,1,100000,52,0,6030
198,51.78627751,1,11,0,141,6,1,60000,52,0,6030
199,36.24125803,1,14,0,102,5,1,93000,52,0,6160
200,38.70959464,1,13,0,102,17,2,68000,52,0,6030
201,49.14771425,1,12,0,102,4,1,0,52,0,6030
202,37.6671512,1,13,0,141,40,1,56000,52,0,6030
203,27.08419676,1,13,0,100,6,1,15000,52,0,6030
204,40.37598094,1,12,0,101,6,1,40000,52,0,6030
205,66.65618827,4,16,0,100,139,1,0,48,1954,6030
206,31.18560118,1,13,0,101,6,1,72000,52,0,6060
207,56.39222684,1,16,0,102,6,1,3600,40,0,6030
208,40.66857326,5,13,10,100,210,1,90000,50,1995,6030
209,43.88414848,4,9,10,102,109,2,0,52,1990,6060
210,45.11319959,1,14,0,100,17,2,44000,36,0,0
211,57.32976476,1,10,0,101,40,2,12000,50,0,6030
212,29.15167948,1,12,0,100,6,1,42000,52,0,6030
213,31.74980507,1,12,0,100,12,2,40000,52,0,6030
214,35.53378321,1,11,0,100,48,1,325000,52,0,6030
215,32.56511161,1,14,0,101,23,2,47000,52,0,6030
216,28.93730402,4,13,10,100,210,1,43000,52,1972,6030
217,37.71601167,1,11,0,101,6,1,8700,52,0,6020
218,61.32252436,1,13,0,100,18,1,50000,52,0,6030
219,32.07849766,1,12,0,100,6,1,0,0,0,6030
220,69.37007406,1,12,0,101,20,1,3800,14,0,6030
221,49.85705476,1,12,0,141,28,1,59000,52,0,6160
222,42.45024348,1,12,0,141,20,1,92000,52,0,6030
223,47.82155634,1,13,0,102,46,2,53000,52,0,6060
224,38.37459789,4,15,10,100,303,1,25000,52,1984,6030
225,28.27998252,1,13,0,100,34,1,25000,52,0,6030
226,28.90302663,1,9,0,101,6,1,47900,52,0,0
227,34.63731137,1,12,0,100,36,1,0,52,0,6030
228,42.10488658,1,12,0,141,20,1,130000,52,0,6040
229,46.45626648,1,13,0,101,26,1,104000,52,0,6080
230,50.3684551,1,12,0,100,6,2,35000,52,0,0
231,38.67696265,1,13,0,141,6,1,130000,40,0,6120
232,25.50824149,4,12,10,140,231,2,15000,52,1998,6030
233,25.20136863,1,13,10,102,6,1,30000,52,0,6030
234,38.3477971,4,14,10,102,163,1,120000,52,1989,6060
235,24.53110151,1,11,0,100,22,2,18000,52,0,6030
236,31.55873038,1,11,0,102,6,1,40000,52,0,6080
237,34.01279851,5,13,10,102,364,1,70000,52,1993,6080
238,19.60189849,1,11,10,100,6,2,4800,16,0,6030
239,46.25795644,4,14,10,101,240,1,70000,52,1978,6060
240,29.22017741,1,13,0,102,6,1,61000,52,0,6030
241,23.12156726,1,13,0,100,6,1,1200,24,0,0
242,24.26388065,1,13,10,141,6,2,12000,25,0,0
243,39.67937831,1,13,0,101,36,1,29000,52,0,6130
244,34.99463016,1,13,0,100,51,1,78000,52,0,6070
245,20.67724647,1,11,0,101,6,1,5000,30,0,6060
246,21.81246641,1,11,0,102,41,1,4000,12,0,0
247,29.72492938,1,12,0,101,6,1,2500,2,0,6070
248,29.70279728,4,13,0,101,233,1,45000,52,1977,6030
249,36.81812125,1,12,10,106,48,2,60000,52,0,6070
250,56.02070846,4,14,20,101,207,2,44100,29,1966,0
251,51.74977885,1,11,0,100,53,2,26000,52,0,6060
252,47.27521082,1,14,0,100,36,1,60000,42,0,6060
253,32.61542418,1,14,0,100,6,1,56000,52,0,6060
254,36.11240565,5,13,20,101,163,1,24000,52,1997,6030
255,33.04586368,1,13,0,101,41,1,36000,52,0,6030
256,46.25513749,1,9,0,106,6,1,24000,12,0,6070
257,30.16852931,1,13,0,100,9,1,12200,24,0,6030
258,37.78726142,1,13,0,102,24,1,63000,52,0,6060
259,38.632522,1,11,0,100,6,1,35000,52,0,6070
260,50.69607051,1,13,0,102,6,1,68000,52,0,6030
261,55.26793972,1,12,0,100,20,2,44000,52,0,6030
262,40.10300546,1,11,0,101,6,1,62000,52,0,6030
263,30.58189286,4,13,0,100,207,2,84000,52,1984,6030
264,38.86926859,1,13,0,100,6,2,45000,52,0,6070
265,42.53869372,1,11,0,100,6,2,34000,52,0,6070
266,52.92316959,1,13,0,102,48,1,5000,52,0,6030
267,32.31186012,1,13,0,102,6,1,50000,52,0,6030
268,46.20556676,1,12,0,106,36,1,0,52,0,6030
269,30.34557666,5,14,0,141,207,2,55000,52,1990,6070
270,44.94684322,5,16,10,102,240,1,45000,52,1986,6080
271,43.65112571,1,13,0,101,48,1,12000,52,0,6030
272,40.76010508,1,14,0,102,6,1,85000,52,0,6070
273,43.2232705,1,11,0,102,6,2,48000,52,0,6030
274,48.15645392,1,15,0,101,47,2,26000,26,0,0
275,45.04166616,1,13,0,100,6,2,48700,50,0,6060
276,36.67175431,1,13,0,102,51,2,0,0,0,0
277,33.26122206,5,14,10,102,207,1,100000,48,1990,6120
278,29.38082134,1,13,0,100,6,1,78000,52,0,6070
279,51.72612382,1,13,0,100,6,2,49900,46,0,6060
280,37.12834399,1,12,0,102,6,1,60000,52,0,6030
281,32.80157274,5,13,30,141,207,1,2200,35,1999,0
282,48.15184794,1,14,0,100,6,2,22600,26,0,6060
283,48.06050277,1,13,0,101,40,1,30000,25,0,0
284,29.38630893,1,13,0,100,6,2,27300,52,0,6030
285,29.8365393,1,11,0,100,6,1,32000,48,0,6030
286,34.08541249,1,13,0,100,6,2,27500,52,0,6030
287,46.60938546,1,12,0,100,6,1,50000,52,0,6070
288,22.29733452,1,11,10,101,6,1,8000,8,0,0
289,22.28490105,1,11,0,101,6,1,5000,30,0,6070
290,23.4493994,1,13,0,102,6,1,16000,37,0,0
291,49.71162849,1,10,0,100,38,2,34800,52,0,6030
292,26.30785245,1,11,10,101,48,1,10000,52,0,0
293,24.70005375,4,13,20,100,247,1,11000,52,1990,6140
294,21.86895882,1,11,0,141,6,1,4000,16,0,6070
295,29.73481771,1,14,0,140,48,1,56000,45,0,6030
296,33.96817119,1,13,0,102,25,2,24000,48,0,6050
297,39.69335908,1,14,0,106,6,2,30000,52,0,6060
298,51.79905268,1,15,0,141,6,1,30000,52,0,6030
299,69.55024544,1,16,0,100,19,1,0,20,0,6030
300,19.00456291,1,11,0,140,6,1,0,0,0,0
301,23.54094621,1,12,0,101,6,1,18000,52,0,6060
302,42.86970854,1,11,0,106,35,1,99000,52,0,6030
303,28.70791506,4,9,10,101,303,1,23000,50,1983,0
304,31.60710446,1,11,0,101,6,1,32000,52,0,6030
305,62.7531024,1,13,0,102,6,2,41300,52,0,6030
306,34.61737937,1,12,0,101,6,1,32000,47,0,6070
307,45.999346,1,13,0,100,31,1,32000,52,0,6060
308,36.05536982,1,13,0,100,6,1,85000,52,0,6070
309,56.35556871,1,13,0,140,17,1,26000,24,0,0
310,32.6949026,5,11,20,102,362,1,0,0,1998,0
311,48.40373682,1,13,0,100,36,2,41000,52,0,6060
312,39.82148193,1,14,0,141,6,1,76000,22,0,6080
313,20.8331787,1,11,0,100,6,2,3000,52,0,6030
314,51.92704509,1,13,0,102,36,1,68000,52,0,6030
315,20.4352765,5,9,10,101,207,2,4800,12,1990,0
316,20.26138742,4,9,20,100,207,1,7200,52,1985,6030
317,44.0973459,1,14,0,101,17,1,42000,52,0,6030
318,24.69007443,4,13,0,101,215,1,47000,52,1976,6030
319,48.15899793,4,11,10,100,313,1,46000,52,1966,6060
320,33.19479178,1,12,0,100,9,2,23100,50,0,6080
321,57.15353841,1,13,0,102,17,1,41400,52,0,6060
322,22.12062965,1,13,0,101,6,2,9600,12,0,0
323,53.9835522,1,13,0,100,6,1,48000,52,0,6030
324,55.88972145,1,12,0,100,6,2,40000,52,0,6060
325,37.82803671,1,13,0,101,6,1,50000,52,0,6070
326,30.33246637,1,13,0,100,26,2,68000,52,0,6060
327,33.65390007,1,14,0,102,6,1,65000,52,0,6070
328,48.39587822,1,13,0,102,18,1,104000,52,0,6040
329,43.44623462,1,13,0,102,6,1,88000,52,0,6040
330,47.19875972,1,13,10,102,6,2,100000,30,0,0
331,28.2164179,1,13,0,100,37,2,62000,48,0,6040
332,39.22706477,3,13,10,102,116,1,160000,52,1963,6150
333,66.98248269,1,14,0,141,6,1,0,0,0,0
334,52.9237084,1,14,0,100,27,1,150000,52,0,6040
335,49.99779417,1,13,0,102,27,2,57000,52,0,6040
336,51.52537038,1,13,0,141,6,1,63000,52,0,6040
337,59.32822348,1,13,0,100,17,1,28200,49,0,6040
338,40.25531255,1,12,0,106,6,1,20000,30,0,0
339,55.01362104,1,13,0,101,12,2,0,52,0,6040
340,43.02127238,1,9,0,101,39,1,65000,52,0,6040
341,54.35189196,1,12,0,141,36,1,62000,52,0,6040
342,51.08583455,1,11,0,102,45,1,80000,52,0,6040
343,34.69715582,1,9,0,102,48,1,22000,52,0,6040
344,62.63469425,3,11,0,141,301,1,40500,52,1977,6040
345,40.48984737,1,11,0,102,25,1,72000,52,0,6040
346,44.1862885,1,13,0,101,6,1,90000,50,0,6160
347,29.6350936,1,11,0,100,6,1,6000,25,0,0
348,55.54829641,1,14,0,100,39,1,96000,52,0,0
349,40.85069853,1,13,0,101,26,1,0,30,0,6040
350,45.85588173,1,12,0,141,6,1,60000,48,0,6040
351,52.76266867,1,14,0,101,17,1,0,50,0,6040
352,55.85902956,1,9,0,101,53,2,72000,52,0,0
353,42.41497373,1,13,0,102,6,1,55000,52,0,6040
354,43.69076324,5,13,0,101,139,1,70000,52,1997,6040
355,46.54331749,1,13,0,101,6,1,85000,52,0,6040
356,36.0439514,1,10,0,101,6,1,44000,52,0,6120
357,47.95206306,1,13,0,102,6,1,93000,52,0,6040
358,40.0142193,1,12,20,141,6,1,70000,28,0,0
359,52.28806781,1,11,0,102,6,1,0,0,0,0
360,40.98752889,1,11,0,101,11,2,0,0,0,0
361,53.2517758,1,12,0,106,36,2,39800,52,0,6040
362,52.401638,1,14,0,102,49,2,86000,52,0,6040
363,42.54025353,1,13,0,101,12,1,0,0,0,6040
364,48.52216704,1,11,0,101,28,1,64000,52,0,6040
365,51.3150199,1,13,0,102,6,1,98000,52,0,6130
366,45.5441475,1,10,0,100,6,2,47000,52,0,6040
367,59.05794394,1,13,0,100,39,1,107000,32,0,6130
368,43.20503145,1,11,0,102,34,1,83000,52,0,6040
369,39.48371443,1,13,0,101,13,1,75000,49,0,6040
370,48.91468624,1,12,0,101,6,2,73000,52,0,6040
371,53.0449674,5,10,0,101,139,1,73000,52,1965,6040
372,50.24874439,1,10,0,100,17,2,43900,52,0,6040
373,59.1760129,4,13,0,141,126,1,90000,52,1963,6150
374,53.14776883,1,11,0,101,6,2,80000,52,0,6040
375,39.59796312,1,10,0,100,6,1,42000,52,0,6040
376,51.40125852,1,13,0,141,6,1,10000,52,0,6040
377,29.02382074,1,13,0,141,6,1,68000,52,0,6040
378,65.38300865,1,13,0,141,36,1,0,0,0,0
379,67.00201705,1,13,30,100,48,1,120000,42,0,1
380,58.35913231,1,13,0,100,36,2,135000,52,0,6040
381,34.74857605,1,13,11,141,25,1,120000,52,0,6040
382,57.02987294,1,9,0,101,6,1,55000,52,0,6040
383,39.46522408,1,11,0,102,6,2,12000,50,0,6040
384,51.71944689,1,11,0,141,27,1,48400,46,0,6040
385,46.90343488,1,13,0,141,55,1,117000,52,0,6040
386,36.66326149,1,11,0,100,6,2,120000,52,0,6040
387,62.87987912,1,11,0,102,5,1,0,20,0,0
388,39.33837139,1,13,0,100,6,2,52000,52,0,6150
389,38.45412089,5,14,10,141,207,1,60000,52,1995,6040
390,37.71229597,5,13,10,141,207,2,60000,52,1995,6040
391,39.44362065,1,9,0,101,55,1,56000,50,0,6040
392,38.68398462,1,10,0,141,53,1,37000,52,0,6040
393,55.16285965,1,13,0,100,6,1,0,48,0,6040
394,40.17830614,1,9,0,101,39,1,56000,50,0,6040
395,23.82700011,1,12,0,100,6,1,35000,52,0,6040
396,38.2303043,1,13,0,102,8,1,92000,52,0,6040
397,42.7440127,1,13,0,100,6,1,58000,52,0,6040
398,38.79833686,1,14,0,102,6,1,84000,52,0,6040
399,57.60518255,1,13,0,102,6,1,3800,10,0,0
400,31.98398532,1,9,0,100,6,1,28000,36,0,6040
401,24.62760761,1,13,0,102,6,1,0,10,0,6040
402,56.11439601,1,13,0,141,19,1,41000,52,0,6040
403,35.17326544,1,11,0,106,6,1,2600,52,0,6040
404,43.17901018,1,13,0,100,6,2,12600,40,0,6040
405,55.34345984,1,16,0,101,36,1,55000,52,0,6050
406,52.9926097,1,11,0,100,6,2,3400,4,0,6040
407,44.52638936,1,13,0,102,31,1,56000,50,0,6040
408,45.30800319,1,11,0,101,11,1,60000,52,0,6040
409,44.45524373,1,13,0,102,8,1,81000,52,0,6040
410,38.30609716,1,13,0,141,16,1,82000,52,0,6040
411,42.62836818,1,14,0,100,6,2,0,52,0,6040
412,53.81055759,1,16,0,102,19,1,104000,52,0,6130
413,40.56551294,1,11,0,141,8,1,70000,52,0,6040
414,30.52066698,1,13,0,101,6,1,39200,22,0,6040
415,31.71348758,1,13,0,102,42,2,25000,52,0,0
416,54.94831138,1,13,0,100,55,1,72000,52,0,6040
417,26.50728057,1,13,0,100,8,2,30000,52,0,6040
418,33.27908097,4,13,10,101,209,1,53000,52,1991,6040
419,24.55346265,1,13,0,141,53,1,49900,52,0,6040
420,37.23646912,1,14,0,100,49,1,80000,52,0,6150
421,56.50138486,5,11,10,141,126,1,60000,52,1957,6040
422,33.43432885,1,13,0,100,34,1,32000,52,0,6040
423,42.66642547,5,13,0,141,136,1,90000,52,1999,6040
424,47.44579709,1,13,0,101,10,1,29900,20,0,0
425,48.24188328,1,12,0,100,6,2,104000,52,0,6040
426,37.5816897,1,9,0,102,6,1,117000,52,0,6040
427,37.47799921,1,13,0,141,6,2,59000,52,0,6040
428,30.63880372,1,9,0,106,6,2,38100,52,0,6040
429,42.73512113,1,9,0,100,16,1,34400,48,0,6050
430,45.55284602,1,14,0,102,34,1,75000,52,0,6130
431,32.89053158,5,13,10,102,210,1,100000,52,1990,6040
432,31.87874893,5,13,10,102,210,2,74000,52,1996,6040
433,28.78704679,5,13,20,141,301,1,50000,34,1999,6040
434,48.38283675,1,13,0,101,34,2,70000,52,0,6040
435,46.20829481,4,11,10,102,312,1,63000,52,1958,6040
436,36.45263256,1,13,0,102,11,1,62000,52,0,6040
437,30.55802044,5,14,10,102,207,1,80000,52,1993,6040
438,32.15470444,5,14,10,102,207,2,50000,52,1993,6040
439,32.52662636,5,14,10,102,207,1,33000,52,1999,6040
440,34.53459524,5,13,20,102,207,2,20000,30,1999,0
441,44.79387703,1,11,0,100,6,2,110000,52,0,0
442,29.54999398,1,13,0,141,6,1,120000,52,0,6040
443,40.73838777,1,12,0,101,6,1,100000,52,0,6040
444,55.19875819,1,13,0,102,55,2,65000,49,0,6040
445,36.55468244,1,13,0,140,36,1,90000,52,0,6040
446,35.88123707,1,11,0,102,6,1,133000,52,0,6040
447,34.820362,1,13,0,101,31,1,52000,48,0,6040
448,32.77771411,3,10,0,106,110,2,40000,52,1970,6040
449,42.43846733,1,13,0,101,15,1,67000,52,0,6160
450,66.82905943,4,14,10,141,164,1,86000,52,1979,6040
451,41.94734063,1,10,0,106,6,1,90000,52,0,6040
452,45.83945982,1,13,0,101,8,2,45900,52,0,6040
453,27.59340197,1,12,0,101,6,1,0,52,0,6040
454,54.67282816,1,13,0,101,6,1,325000,52,0,6040
455,26.52101987,5,14,20,102,313,1,70000,52,1992,0
456,48.59589859,1,9,0,100,6,2,75000,52,0,6040
457,40.2369207,1,14,10,102,36,1,95000,52,0,6040
458,48.52283954,1,13,0,141,4,1,93000,52,0,6130
459,22.08362756,1,16,0,140,41,2,79000,50,0,6040
460,23.15585039,1,11,0,101,6,1,9000,12,0,0
461,46.64191369,1,13,0,101,6,1,73000,52,0,6040
462,47.47710205,1,13,0,102,34,2,54000,52,0,6040
463,31.73201705,1,13,11,101,36,1,55000,52,0,6040
464,25.4536037,1,11,0,101,6,1,5300,16,0,0
465,34.47107832,1,10,0,100,6,2,61000,52,0,6040
466,39.63147528,1,11,0,101,49,1,81000,52,0,6040
467,32.78163896,1,13,0,102,25,1,112000,52,0,6040
